AffiliationId,NormalizedName,DisplayName,Rank
56722557,trinity college,Trinity College (Connecticut),11305
59722631,medimmune,MedImmune,10016
72446674,neste oil,Neste Oil,11596
74814480,blt architects,BLT Architects,17838
80188885,nippon medical school,Nippon Medical School,8876
83790135,whirlpool corporation,Whirlpool Corporation,10286
86326927,universidad santa maria,Universidad Santa María,13928
86539363,university of asmara,University of Asmara,13323
88205842,japan racing association,Japan Racing Association,11876
99712911,nelson mandela metropolitan university,Nelson Mandela Metropolitan University,10474
100098275,engelhardt institute of molecular biology,Engelhardt Institute of Molecular Biology,10307
102882674,beijing institute of clothing technology,Beijing Institute of Clothing Technology,12026
103990859,pennington biomedical research center,Pennington Biomedical Research Center,9260
106245021,cankaya university,Çankaya University,10987
106329310,national center for disease control and public health,National Center for Disease Control and Public Health,10430
110166357,university of delhi,University of Delhi,7786
110195332,royal academy of fine arts,Royal Academy of Fine Arts,15721
114203471,university of gloucestershire,University of Gloucestershire,11072
123001628,universidade federal de rondonia,Universidade Federal de Rondônia,11060
123942654,nishikyushu university,Nishikyushu University,13437
127206278,akwa ibom state university,Akwa Ibom State University,13384
134656947,esslingen university of applied sciences,Esslingen University of Applied Sciences,12829
138819846,ural state university,Ural State University,10792
142934699,california state university fullerton,"California State University, Fullerton",9122
144693123,university of buea,University of Buea,11175
146279334,aluminum corporation of china limited,Aluminum Corporation of China Limited,14413
148518341,the cyprus institute,The Cyprus Institute,11683
150037166,central food technological research institute,Central Food Technological Research Institute,10058
153610741,tyco international,Tyco International,10719
155417937,bonn rhein sieg university of applied sciences,Bonn-Rhein-Sieg University of Applied Sciences,12476
166496187,gravity research foundation,Gravity Research Foundation,17035
169655526,university of arkansas at monticello,University of Arkansas at Monticello,12339
178710411,penn state fayette the eberly campus,"Penn State Fayette, The Eberly Campus",15123
192597271,cognition and brain sciences unit,Cognition and Brain Sciences Unit,9706
196442339,petrofac,Petrofac,14955
198423848,national institute for occupational safety and health,National Institute for Occupational Safety and Health,8905
202611299,university of wisconsin colleges,University of Wisconsin Colleges,15269
206945453,university of paderborn,University of Paderborn,9058
243246998,international association of engineers,International Association of Engineers,17132
249726346,royal australasian college of physicians,Royal Australasian College of Physicians,13791
250200457,mkcg medical college and hospital,MKCG Medical College and Hospital,15303
274899335,university of atlantico,University of Atlántico,15192
311639361,tezukayama gakuin university,Tezukayama Gakuin University,13657
319079062,instituto tecnologico de santo domingo,Instituto Tecnológico de Santo Domingo,12957
331023804,academia chilena de la lengua,Academia Chilena de la Lengua,15709
347606037,endo international plc,Endo International plc,12043
864159182,university of silesia in katowice,University of Silesia in Katowice,9217
870458005,rolf c hagen group,Rolf C. Hagen Group,10158
884438115,intermec,Intermec,13652
899382313,bainbridge state college,Bainbridge State College,17989
916916085,international aero engines,International Aero Engines,15695
1279627166,new south wales department of corrective services,New South Wales Department of Corrective Services,15759
1280536761,ames research center,Ames Research Center,7769
1283675802,office of population censuses and surveys,Office of Population Censuses and Surveys,12888
1303691731,european molecular biology organization,European Molecular Biology Organization,13487
1306486109,dublin institute for advanced studies,Dublin Institute for Advanced Studies,10063
1309191912,research triangle park,Research Triangle Park,7467
1314233306,oncomed,OncoMed,12834
1322018327,new brunswick department of natural resources,New Brunswick Department of Natural Resources,13949
1323015784,drug enforcement administration,Drug Enforcement Administration,12737
1324316438,lsi corporation,LSI Corporation,9305
1327474241,veterinary laboratories agency,Veterinary Laboratories Agency,10251
1334053615,rainbow hospitals,Rainbow Hospitals,15297
1343173386,nitero,Nitero,15420
2799431839,patton state hospital,Patton State Hospital,13895
2799549194,san antonio museum of art,San Antonio Museum of Art,18780
2799773763,mississippi delta community college,Mississippi Delta Community College,19473
2799831319,feeding america,Feeding America,15165
2799859190,infocomm development authority of singapore,Infocomm Development Authority of Singapore,15929
2799967138,alliance for excellent education,Alliance for Excellent Education,18763
2800067091,british society for the history of science,British Society for the History of Science,18780
2800088053,irish congress of trade unions,Irish Congress of Trade Unions,17686
2800130264,university of the third age,University of the Third Age,14729
2800249161,military university of technology in warsaw,Military University of Technology in Warsaw,12462
2800340543,indian institute of ecology and environment,Indian Institute of Ecology and Environment,17628
2800589340,algerian petroleum institute,Algerian Petroleum Institute,14896
2800785840,library of parliament,Library of Parliament,15019
2800938575,jain foundation,Jain Foundation,15527
2801041560,manchester city council,Manchester City Council,15421
2801091330,hallmark university,Hallmark University,16400
2801222929,european cancer organisation,European CanCer Organisation,15016
2801289597,association for women in mathematics,Association For Women in Mathematics,18266
2801365540,mississippi gulf coast community college,Mississippi Gulf Coast Community College,16222
2801410702,svalbard global seed vault,Svalbard Global Seed Vault,19407
2801468123,state library of new south wales,State Library of New South Wales,15571
2801642670,vodafone greece,Vodafone (Greece),17182
2801815002,leicester college,Leicester College,14035
2801840528,estrella mountain community college,Estrella Mountain Community College,15894
2802898700,allegheny county,Allegheny County,12673
2802958030,hackney community college,Hackney Community College,18616
2867226977,new jersey economic development authority,New Jersey Economic Development Authority,18733
2915433752,midwives college of utah,Midwives College of Utah,16835
3018035901,centro universitario de anapolis,Centro Universitário de Anápolis,13640
16097986,university of valencia,University of Valencia,7252
19700959,florida international university,Florida International University,7774
22057252,doosan heavy industries construction,Doosan Heavy Industries & Construction,12392
22749227,tottori university of environmental studies,Tottori University of Environmental Studies,13883
24873995,warner chilcott,Warner Chilcott,13697
28908959,unite,Unité,15658
33924745,samsung electro mechanics,Samsung Electro-Mechanics,9780
35344726,united states public health service,United States Public Health Service,9436
39727005,dow university of health sciences,Dow University of Health Sciences,11100
41431386,noble energy,Noble Energy,14422
53236636,franklin university,Franklin University,12699
63601056,menoufia university,Menoufia University,10148
68145777,central institute of medicinal and aromatic plants,Central Institute of Medicinal and Aromatic Plants,11039
68687955,kaplan university,Kaplan University,13476
71454806,dynamics research corporation,Dynamics Research Corporation,11986
72600253,malaysian agricultural research and development institute,Malaysian Agricultural Research and Development Institute,12478
73343310,medarex,Medarex,11366
75059550,zhejiang gongshang university,Zhejiang Gongshang University,10058
76440524,central virginia community college,Central Virginia Community College,17013
88459447,novay,Novay,13989
114376631,tomsk state university of control systems and radio electronics,Tomsk State University of Control Systems and Radio-electronics,11796
135863177,grossmont college,Grossmont College,14992
142427241,rocky mountain laboratories,Rocky Mountain Laboratories,10933
142732210,university of engineering and technology lahore,"University of Engineering and Technology, Lahore",10241
146112026,duta wacana christian university,Duta Wacana Christian University,13934
152130510,royal college of nursing,Royal College of Nursing,11772
152516533,hellenic naval academy,Hellenic Naval Academy,12779
157717896,northwestern state university,Northwestern State University,12402
163389970,national institute of science education and research,National Institute of Science Education and Research,9269
170488218,achmea,Achmea,14085
177064439,university of burgundy,University of Burgundy,8584
177844149,advantest,Advantest,10574
190103667,autonomous university of aguascalientes,Autonomous University of Aguascalientes,11204
196608512,pes university,PES University,12040
197065608,kimberly clark,Kimberly-Clark,9486
215315750,roseman university of health sciences,Roseman University of Health Sciences,12939
254352953,aichi bunkyo women s college,Aichi Bunkyo Women's College,15095
263417816,russian presidential academy of national economy and public administration,Russian Presidential Academy of National Economy and Public Administration,10791
266595603,genmab,Genmab,11834
297664341,kohler company,Kohler Company,12003
344333522,kim chaek university of technology,Kim Chaek University of Technology,14062
870398029,center for excellence in education,Center for Excellence in Education,9955
874792244,european university institute,European University Institute,9951
885396881,candela corp,Candela Corp,14244
906832008,endocyte,Endocyte,12943
920791158,american hotel lodging educational institute,American Hotel & Lodging Educational Institute,10332
1283834505,the fred hollows foundation,The Fred Hollows Foundation,12091
1289525096,texas biomedical research institute,Texas Biomedical Research Institute,9673
1290088995,royal canadian mounted police,Royal Canadian Mounted Police,12648
1292318990,nuance communications,Nuance Communications,10793
1309988440,indian institute of metals,Indian Institute of Metals,14489
1315786102,kam controls,Kam Controls,16882
1331796719,irish geological survey,Irish Geological Survey,13431
1334013776,interstate commerce commission,Interstate Commerce Commission,17773
1341874111,national bank of austria,National Bank of Austria,14408
1342238530,central soil salinity research institute,Central Soil Salinity Research Institute,12175
2799275616,melbourne centre for nanofabrication,Melbourne Centre for Nanofabrication,12415
2799350497,water and power development authority,Water and Power Development Authority,15135
2799424111,mayland community college,Mayland Community College,17923
2799540639,canadian mental health association,Canadian Mental Health Association,14130
2799614521,royal botanic gardens,Royal Botanic Gardens,9453
2799617311,lakeshore hospital,Lakeshore Hospital,13714
2799762726,new cross hospital,New Cross Hospital,11221
2800001487,walla walla community college,Walla Walla Community College,16477
2800110179,oregon department of state lands,Oregon Department of State Lands,17728
2800267295,great yarmouth college,Great Yarmouth College,16817
2800354142,wayne community college,Wayne Community College,16868
2800386561,harrisburg area community college,Harrisburg Area Community College,15248
2800392643,indiana space grant consortium,Indiana Space Grant Consortium,19473
2800401438,hospital universitario de canarias,Hospital Universitario de Canarias,9974
2800468723,world horse welfare,World Horse Welfare,17205
2800501823,food and health bureau,Food and Health Bureau,14439
2800885372,hellenic telecommunications organization greece,Hellenic Telecommunications Organization (Greece),18780
2800964503,smc corporation japan,SMC Corporation (Japan),17430
2801008851,canadian library association,Canadian Library Association,17242
2801109956,luxun academy of fine arts,Luxun Academy of Fine Arts,15629
2801162436,prague security studies institute,Prague Security Studies Institute,17864
2801245514,central institute of indian languages,Central Institute of Indian Languages,14654
2801594483,north iowa area community college,North Iowa Area Community College,17473
2801798185,connecticut valley hospital,Connecticut Valley Hospital,13835
2801808499,state corporation commission,State Corporation Commission,17154
2801928633,liverpool city council,Liverpool City Council,15763
2802330085,london borough of lewisham,London Borough Of Lewisham,15572
2802351097,great barrier reef marine park authority,Great Barrier Reef Marine Park Authority,12032
2802566253,plymouth marine laboratory,Plymouth Marine Laboratory,9681
2802692425,canada council for the arts,Canada Council for the Arts,15821
2802712321,old salem museums and gardens,Old Salem Museums and Gardens,19473
2802776861,esri canada,Esri (Canada),16257
2802776869,trinity bible college,Trinity Bible College,18055
2803095903,queen margaret hospital,Queen Margaret Hospital,12404
2910509753,new england college of business,New England College of Business,19473
2921105892,conservatory and botanical garden of the city of geneva,Conservatory and Botanical Garden of the City of Geneva,17820
2974547520,southern west virginia community and technical college,Southern West Virginia Community and Technical College,19444
2974656896,michigan science center,Michigan Science Center,19473
3017690349,national university of the northeast,National University of the Northeast,12208
3048440797,barking and dagenham college,Barking and Dagenham College,19473
1902872,institut eurecom,Institut Eurécom,9831
7746217,washington cancer institute,Washington Cancer Institute,11900
10285697,ontoprise gmbh,Ontoprise GmbH,13483
14514860,bijoy krishna girls college,Bijoy Krishna Girls' College,15419
17023605,fti consulting,FTI Consulting,14162
18959387,hitec,Hitec,13069
24861097,st olaf college,St. Olaf College,11263
31466659,chapingo autonomous university,Chapingo Autonomous University,10735
32699454,joint institute for nuclear research,Joint Institute for Nuclear Research,7372
35400787,cegep de saint laurent,Cégep de Saint-Laurent,15680
35855495,university college roosevelt,University College Roosevelt,13476
45430082,la caixa,La Caixa,13854
49724424,golden gate baptist theological seminary,Golden Gate Baptist Theological Seminary,16974
51441396,bauhaus university weimar,"Bauhaus University, Weimar",10525
54388099,shijonawate gakuen university,Shijonawate Gakuen University,14703
57989654,detroit diesel,Detroit Diesel,11789
59460038,chung hua university,Chung Hua University,10632
70408896,athenaeum of ohio,Athenaeum of Ohio,17676
78157498,mcmurry university,McMurry University,14704
89098413,tokushima bunri university,Tokushima Bunri University,10393
92282534,sarojini naidu college for women,Sarojini Naidu College for Women,15339
94636206,mvgr college of engineering,MVGR College of Engineering,13359
96927051,intesa sanpaolo,Intesa Sanpaolo,14384
100651130,bhangar mahavidyalaya,Bhangar Mahavidyalaya,14728
102401767,university of arkansas at little rock,University of Arkansas at Little Rock,9641
104941359,al ahliyya amman university,Al-Ahliyya Amman University,12742
110092051,brigham young university hawaii,Brigham Young University–Hawaii,13192
110730038,mahatma gandhi college,Mahatma Gandhi College,14138
111196505,lufkin industries,Lufkin Industries,14686
118004768,midlands technical college,Midlands Technical College,15080
121780883,praxair,Praxair,12983
128298796,china merchants bank,China Merchants Bank,15381
130194489,university of alicante,University of Alicante,8763
135987583,kafkas university,Kafkas University,9270
141945490,university of british columbia,University of British Columbia,5802
143920789,army institute of technology pune,"Army Institute of Technology, Pune",13509
150993360,hamamatsu photonics,Hamamatsu Photonics,10092
151808059,colorado school of public health,Colorado School of Public Health,10143
152878082,netherlands institute of international relations clingendael,Netherlands Institute of International Relations Clingendael,14700
169635715,the welding institute,The Welding Institute,12556
180060063,kobe tokiwa university,Kobe Tokiwa University,14160
180680657,iwate medical university,Iwate Medical University,9552
181397559,asia pacific university of technology innovation,Asia Pacific University of Technology & Innovation,13414
182072364,american nuclear society,American Nuclear Society,17275
188771183,iqra university,Iqra University,12355
189977406,university of the andes chile,"University of the Andes, Chile",12547
196530094,siberian state medical university,Siberian State Medical University,11834
198604109,psg college of technology,PSG College of Technology,10957
223893228,china food and drug administration,China Food and Drug Administration,13926
239520865,aon hewitt,Aon Hewitt,14017
287756978,busitema university,Busitema University,13537
292934431,vale fertilizantes,Vale Fertilizantes,16304
863278814,eclipse internet,Eclipse Internet,12003
892937671,hutchinson sa,Hutchinson SA,13667
899859998,qiqihar medical university,Qiqihar Medical University,12234
1281375712,manmohan memorial institute of health sciences,Manmohan Memorial Institute of Health Sciences,14302
1298151881,science and development network,Science and Development Network,18304
1317634868,national university of educational planning and administration,National University of Educational Planning and Administration,14661
1323485962,occupational safety and health administration,Occupational Safety and Health Administration,13010
1328892508,nationaal archief,Nationaal Archief,15166
1334995288,national multiple sclerosis society,National Multiple Sclerosis Society,11953
1335489744,pan asia technical automotive center,Pan Asia Technical Automotive Center,14096
1337163019,adler planetarium,Adler Planetarium,10681
2799360002,greenfield community college,Greenfield Community College,16277
2799521192,american institute for medical and biological engineering,American Institute for Medical and Biological Engineering,17011
2799666402,borsa istanbul turkey,Borsa Istanbul (Turkey),16908
2799711933,henry mayo newhall memorial hospital,Henry Mayo Newhall Memorial Hospital,15863
2799896202,marine conservation alliance,Marine Conservation Alliance,18003
2799939184,home depot united states,Home Depot (United States),19367
2800018283,shiga junior college,Shiga Junior College,16026
2800098844,north central michigan college,North Central Michigan College,17093
2800221785,royal literary fund,Royal Literary Fund,18065
2800233794,studio museum in harlem,Studio Museum in Harlem,17980
2800295370,whale museum,Whale Museum,15001
2800587484,mississippi department of archives and history,Mississippi Department of Archives and History,16759
2800696899,yukon river inter tribal watershed council,Yukon River Inter Tribal Watershed Council,17025
2801080794,government of thailand,Government of Thailand,16146
2801454379,xishuangbanna tropical botanical garden,Xishuangbanna Tropical Botanical Garden,10832
2801652441,north idaho college,North Idaho College,15495
2802429487,snc lavalin canada,SNC-Lavalin (Canada),17980
2802488035,european food information resource,European Food Information Resource,18189
2802550668,john simon guggenheim memorial foundation,John Simon Guggenheim Memorial Foundation,13762
2802671817,morris animal foundation,Morris Animal Foundation,15553
2802724108,oslo national academy of the arts,Oslo National Academy of the Arts,17830
2802834038,denver botanic gardens,Denver Botanic Gardens,14568
2802845330,norfolk general hospital,Norfolk General Hospital,14206
195165,unitika ltd,Unitika Ltd.,11677
2610724,chemnitz university of technology,Chemnitz University of Technology,9408
4068193,university of belgrade,University of Belgrade,7408
9158944,human kinetics,Human Kinetics,13164
13541145,italian red cross,Italian Red Cross,14873
16919297,palestinian center for policy and survey research,Palestinian Center for Policy and Survey Research,15490
19409027,estonian university of life sciences,Estonian University of Life Sciences,10604
19668297,buckinghamshire new university,Buckinghamshire New University,12705
24306055,suffolk university,Suffolk University,9425
29894533,charles darwin university,Charles Darwin University,9653
32610072,center for neural science,Center for Neural Science,9563
39521962,hunan city university,Hunan City University,11496
40734275,hakim sabzevari university,Hakim Sabzevari University,11417
44999220,victoria university toronto,"Victoria University, Toronto",15422
45391821,gakushuin university,Gakushuin University,10542
59101510,government college of technology coimbatore,"Government College of Technology, Coimbatore",12446
61893789,freiberg university of mining and technology,Freiberg University of Mining and Technology,9811
67415387,lancaster university,Lancaster University,7272
71578895,wind river systems,Wind River Systems,12957
77631543,wuxi institute of technology,Wuxi Institute of Technology,12509
79211490,sharif university of technology international campus kish island,Sharif University of Technology International Campus – Kish Island,13520
79349752,university of st mark st john,University of St Mark & St John,14220
90401119,stone aerospace,Stone Aerospace,16129
97455420,sohag university,Sohag University,10767
108065085,koshien university,Koshien University,12157
109999711,centerpoint energy,CenterPoint Energy,14917
122140584,federal university of rio de janeiro,Federal University of Rio de Janeiro,7103
125579684,chikushi jogakuen university,Chikushi Jogakuen University,15131
131221577,bucknell university,Bucknell University,9929
132135644,lyndon state college,Lyndon State College,13812
140025399,hochschule hannover,Hochschule Hannover,8676
140141095,ing group,ING Group,14300
152815399,singapore university of technology and design,Singapore University of Technology and Design,9914
158108717,china national offshore oil corporation,China National Offshore Oil Corporation,11928
158908536,nil ratan sircar medical college and hospital,Nil Ratan Sircar Medical College and Hospital,13996
166934088,imo state university,Imo State University,12308
177400693,instituto tecnologico de ciudad madero,Instituto Tecnológico de Ciudad Madero,13340
180838668,cime,CIME,13191
180892589,international psychoanalytical association,International Psychoanalytical Association,14435
183550418,san diego state university imperial valley campus,San Diego State University Imperial Valley Campus,14531
184937672,chubu university,Chubu University,10179
184942183,university of oslo,University of Oslo,6572
193621644,nagoya bunri university,Nagoya Bunri University,13503
199593879,arc international,Arc International,13950
202296568,masimo,Masimo,12222
206573129,islamia college university,Islamia College University,12030
225921006,petre andrei university of iași,Petre Andrei University of Iași,15015
233754661,novena university,Novena University,14666
257272505,american trucking associations,American Trucking Associations,17670
276256525,babu banarasi das university,Babu Banarasi Das University,14113
310735636,zabol university of medical sciences,Zabol University of Medical Sciences,11971
321008882,kao fong college of digital contents,Kao Fong College of Digital Contents,16639
331295397,beijingwest industries,BeijingWest Industries,15897
522815984,robert gordon university,Robert Gordon University,10150
876237426,gombe state university,Gombe State university,13558
880006796,albanian mobile communications,Albanian Mobile Communications,13841
880116317,national council of resistance of iran,National Council of Resistance of Iran,13731
891272485,greater nile petroleum operating company,Greater Nile Petroleum Operating Company,16737
903955410,franklin university switzerland,Franklin University Switzerland,15724
921835857,trinity laban conservatoire of music and dance,Trinity Laban Conservatoire of Music and Dance,14620
923382979,exxonmobil,ExxonMobil,8198
927971549,remy international,Remy International,13360
1284253174,american foreign policy council,American Foreign Policy Council,16520
1285146798,siemens plm software,UGS Corp.,14129
1288198617,american cancer society,American Cancer Society,8455
1289141634,national center for education statistics,National Center for Education Statistics,14583
1289461252,indian space research organisation,Indian Space Research Organisation,10394
1291712807,royal cornwall polytechnic society,Royal Cornwall Polytechnic Society,17674
1293477445,kansai paint,Kansai Paint,11559
1301620350,consolidated aircraft,Consolidated Aircraft,17076
1311660048,centre for excellence in mining innovation,Centre for Excellence in Mining Innovation,15229
1313603282,gavi alliance,GAVI Alliance,12608
1315319756,state bureau of surveying and mapping,State Bureau of Surveying and Mapping,13372
1319743688,abbott northwestern hospital,Abbott Northwestern Hospital,11192
1325784139,yahoo,Yahoo!,8207
1328243475,food corporation of india,Food Corporation of India,14506
1330701686,collegio carlo alberto,Collegio Carlo Alberto,11675
1332341397,aecom,AECOM,11544
1337550516,australian competition and consumer commission,Australian Competition and Consumer Commission,14561
1340383486,jinnah hospital lahore,"Jinnah Hospital, Lahore",13988
1343253667,national museums scotland,National Museums Scotland,13072
2799276115,makino botanical garden,Makino Botanical Garden,14957
2799334863,soroti hospital,Soroti Hospital,16260
2799549910,brazos valley museum of natural history,Brazos Valley Museum of Natural History,16728
2799638773,bodoland university,Bodoland University,14398
2799833754,bridgend college,Bridgend College,18375
2799844046,humane slaughter association,Humane Slaughter Association,16250
2800100512,collaborating centre on sustainable consumption and production,Collaborating Centre on Sustainable Consumption and Production,15823
2800247874,voronezh state medical academy named after n n burdenko,Voronezh State Medical Academy named after N.N. Burdenko,16413
2800560132,long island jewish medical center,Long Island Jewish Medical Center,9944
2800717420,southeastern bible college,Southeastern Bible College,19473
2800828884,institut d economie industrielle,Institut d'Economie Industrielle,12862
2800925514,jamestown hospital,Jamestown Hospital,16474
2800934180,dong a university hospital,Dong-A University Hospital,12217
2800967931,ba school of business and finance,BA School of Business and Finance,14777
2801135968,canadian research institute for the advancement of women,Canadian Research Institute for the Advancement of Women,19473
2801279844,european business school paris,European Business School Paris,14725
2801647717,holmes community college,Holmes Community College,18037
2801919588,shanghai library,Shanghai Library,14652
2802022162,heisei college of health sciences,Heisei College of Health Sciences,15642
2802377004,caldwell west caldwell public schools,Caldwell West Caldwell Public Schools,19473
2802623625,selma university,Selma University,14964
2802891524,nevsky institute of language and culture,Nevsky Institute of Language and Culture,18338
2802933311,kidwai memorial institute of oncology,Kidwai Memorial Institute of Oncology,11933
2893751785,orthopterists society,Orthopterists' Society,18778
2899701089,maharaja yeshwantrao hospital,Maharaja Yeshwantrao Hospital,18710
3125581668,university of fortaleza,University of Fortaleza,10443
1877545,caritas institute of higher education,Caritas Institute of Higher Education,13162
10452050,messiah college,Messiah College,12854
19149307,chennai mathematical institute,Chennai Mathematical Institute,10447
25085605,goldfarb school of nursing at barnes jewish college,Goldfarb School of Nursing at Barnes-Jewish College,15050
27841520,pacific marine environmental laboratory,Pacific Marine Environmental Laboratory,10279
31721044,centro de investigacion y docencia economicas,Centro de Investigación y Docencia Económicas,11394
39018119,aichi university of education,Aichi University of Education,11027
41112366,birmingham southern college,Birmingham–Southern College,12711
47251452,wake forest university,Wake Forest University,7172
48270317,virage logic,Virage Logic,12941
54939947,manomet center for conservation sciences,Manomet Center for Conservation Sciences,13923
61652871,mississippi valley state university,Mississippi Valley State University,14088
67061984,norwegian institute for air research,Norwegian Institute for Air Research,10155
67698093,misericordia university,Misericordia University,11883
69179986,ateneo de davao university,Ateneo de Davao University,14149
76257594,sinop university,Sinop University,11438
87298550,idun pharmaceuticals,Idun Pharmaceuticals,11974
88780834,hwa hsia university of technology,Hwa Hsia University of Technology,13666
89847497,innospec,Innospec,14128
93085520,silicon labs,Silicon Labs,11182
94305156,indian academy of sciences,Indian Academy of Sciences,15454
94782393,champlain regional college,Champlain Regional College,14765
112576028,central leather research institute,Central Leather Research Institute,10656
116870532,alliance to save energy,Alliance to Save Energy,16226
117598194,nimbkar agricultural research institute,Nimbkar Agricultural Research Institute,15652
122335728,roxar as,Roxar AS,13652
135120706,university of baghdad,University of Baghdad,9941
141930935,zhuzhou csr times electric co ltd,"Zhuzhou CSR Times Electric Co., Ltd.",15291
153687341,zarqa private university,Zarqa Private University,12917
154347574,university of rijeka,University of Rijeka,9929
157264004,brest state technical university,Brest State Technical University,13886
157273133,university of botswana,University of Botswana,10245
158960842,colorado christian university,Colorado Christian University,15247
164389053,fordham university,Fordham University,8989
165799507,rensselaer polytechnic institute,Rensselaer Polytechnic Institute,7569
166719255,bcet gurdaspur,BCET Gurdaspur,14484
177879584,roquette freres,Roquette Freres,11853
179647637,universidad autonoma del estado de mexico,Universidad Autónoma del Estado de México,9937
182526193,water resources university,Water Resources University,12370
185249246,central drug research institute,Central Drug Research Institute,9962
197659720,institut universitaire de formation des maitres,Institut Universitaire de Formation des Maîtres,11723
198055717,therapeutic goods administration,Therapeutic Goods Administration,13222
219826191,universidade do estado de minas gerais,Universidade do Estado de Minas Gerais,11437
271861418,polaris industries,Polaris Industries,11302
274311791,lahore leads university,Lahore Leads University,14284
325474442,peres center for peace,Peres Center for Peace,17028
334093121,whitman walker health,Whitman-Walker Health,14150
340238431,universidad americana,Universidad Americana,14073
868507769,cmg,CMG,15769
911821948,ntt data,NTT DATA,12251
1281400175,oslo university hospital,Oslo University Hospital,8417
1284261467,disney interactive studios,Disney Interactive Studios,15543
1290398291,gmc,GMC,11458
1298723799,environmental defense fund,Environmental Defense Fund,10944
1299503650,national endowment for the arts,National Endowment for the Arts,15727
1303291446,afl cio,AFL–CIO,14172
1303628097,bayfront health st petersburg,Bayfront Health St. Petersburg,13690
1305496451,phoenix house,Phoenix House,13873
1306471659,foreign policy association,Foreign Policy Association,16526
1307802075,office of technology assessment,Office of Technology Assessment,12602
1310049589,vitesse semiconductor,Vitesse Semiconductor,12936
1310145721,saes getters,SAES Getters,12452
1311564700,ceres,Ceres,11994
1316380414,gensler,Gensler,15642
1317676270,united kingdoministry of aviation,United KingdoMinistry of Aviation,12788
1318273639,porter novelli,Porter Novelli,13285
1321826891,ebay,eBay,10656
1321897675,algeta,Algeta,13117
1327405815,museum of science,Museum of Science,13094
1343006399,skoda auto,Škoda Auto,13678
1344073410,howard hughes medical institute,Howard Hughes Medical Institute,6514
2799437725,lakeridge health,Lakeridge Health,13247
2799500531,lagos state polytechnic,Lagos State Polytechnic,14213
2799672316,northern lakes college,Northern Lakes College,18048
2799681489,ministere de la defense,Ministère de la Défense,13974
2799703540,craigavon area hospital,Craigavon Area Hospital,12084
2799712993,norwood hospital,Norwood Hospital,15501
2799744807,population association of america,Population Association of America,17046
2799871295,medicare rights center,Medicare Rights Center,16574
2799978770,x fab germany,X-Fab (Germany),19473
2800286119,manchester memorial hospital,Manchester Memorial Hospital,14957
2800367726,kalamazoo public library,Kalamazoo Public Library,18642
2800399840,floating hospital for children,Floating Hospital for Children,12381
2800451075,forsyth technical community college,Forsyth Technical Community College,15849
2800855151,asa university bangladesh,ASA University Bangladesh,14728
2800981379,jefferson state community college,Jefferson State Community College,16791
2801046101,academy of fine arts prague,Academy of Fine Arts Prague,18221
2801117330,medical university plovdiv,Medical University Plovdiv,12179
2801150652,frederiksberg hospital,Frederiksberg Hospital,10429
2801403999,ucla medical center,UCLA Medical Center,8871
2801448374,accreditation board for engineering and technology,Accreditation Board for Engineering and Technology,18375
2801568573,breakthrough institute,Breakthrough Institute,14724
2801610410,american academy in berlin,American Academy in Berlin,17526
2801620527,mercy general hospital,Mercy General Hospital,13674
2801625820,conservation center for art and historic artifacts,Conservation Center for Art and Historic Artifacts,18025
2801631255,alba synchrotron spain,ALBA Synchrotron (Spain),18082
2802112877,ruppin academic center,Ruppin Academic Center,12166
2802331087,foundation for polish science,Foundation for Polish Science,17024
2802544472,santa paula hospital,Santa Paula Hospital,15674
2803034910,blue mountains international hotel management school,Blue Mountains International Hotel Management School,15807
6507939,china unicom,China Unicom,12631
12097938,west virginia university,West Virginia University,7689
22616858,centre for health protection,Centre for Health Protection,12449
35364215,naval postgraduate school,Naval Postgraduate School,9044
45129253,university college london,University College London,5736
47677022,sri ramakrishna institute of technology,Sri Ramakrishna Institute of Technology,13544
56822791,ghana institute of management and public administration,Ghana Institute of Management and Public Administration,13122
59272784,arab academy for science technology maritime transport,"Arab Academy for Science, Technology & Maritime Transport",11874
64449678,putian university,Putian University,11683
70523565,hortresearch,HortResearch,11650
71578702,university of portland,University of Portland,10833
73668669,rajamangala university of technology srivijaya,Rajamangala University of Technology Srivijaya,13393
74686842,parfums christian dior,Parfums Christian Dior,13707
94402716,bernhard nocht institute for tropical medicine,Bernhard Nocht Institute for Tropical Medicine,10111
103527778,emmanuel college toronto,"Emmanuel College, Toronto",16772
104523585,gpa,GPA,17344
111146913,west virginia school of osteopathic medicine,West Virginia School of Osteopathic Medicine,13130
113974858,mitsubishi research institute,Mitsubishi Research Institute,12240
115177819,rhon klinikum,Rhön-Klinikum,13396
116692625,harris stowe state university,Harris–Stowe State University,15330
118493624,kherson national technical university,Kherson National Technical University,13672
119896790,sebelas maret university,Sebelas Maret University,10990
121776173,northern oklahoma college,Northern Oklahoma College,15001
126089842,sangju national university,Sangju National University,13786
127036137,asahikawa medical college,Asahikawa Medical College,9995
138363959,prathyusha institute of technology and management,Prathyusha Institute of Technology and Management,15042
141301092,china meteorological administration,China Meteorological Administration,10020
142239120,magnitogorsk state technical university,Magnitogorsk State Technical University,12228
147765412,niger delta university,Niger Delta University,12383
149471917,fort lewis college,Fort Lewis College,11742
152804834,tzu chi college of technology,Tzu Chi College of Technology,12775
158842170,chongqing university,Chongqing University,7895
