JournalId,NormalizedName,Issn,num_journal_publication,num_journal_author,num_journal_affiliation,journal_year_first_publish,journal_avg_hindex,journal_avg_first_author_hindex,journal_avg_last_author_hindex,journal_avg_middle_author_hindex,total_num_journal_reference,total_num_journal_cited,journal_paper_reference_num,journal_paper_cited_num,journal_journal_reference_num,journal_journal_cited_num,journal_num_author_referenced,journal_num_author_cited,journal_num_affiliation_referenced,journal_num_affiliation_cited,journal_num_journal_self_reference,journal_num_author_self_reference,journal_num_affiliation_self_reference,journal_num_journal_self_cited,journal_num_author_self_cited,journal_num_affiliation_self_cited
137312515,bioprocess and biosystems engineering,1615-7591,2839,9617,9617,2001,9.770805874225585,4.6763948497854075,14.522014793941528,7.89868541880613,95253,45476,2733,2596,4347,2676,186650,108403,5478,4512,1100,2155,2148,1141,1798,1789
2764893290,the journal of the korean academy of pedtatric dentistry,1226-8496,1894,711,711,1974,5.452471157198949,4.427906976744186,2.3880675818373813,2.8133655544195566,11090,1245,524,599,1219,120,23879,1590,1462,148,274,119,19,413,121,12
112770955,international journal of applied electromagnetics and mechanics,1383-5416,3456,6936,6936,1992,6.785082707494852,4.957560774618871,6.591724537037037,4.9056008095942545,32829,12039,2716,2457,2239,1170,55353,21304,3035,1925,1190,1532,1344,1372,1298,1122
56956558,ecological research,0912-3814,2731,6589,6589,1986,8.608625719534095,6.460969976905312,10.222629073599414,6.605732567998615,105171,55581,2648,2576,2962,2685,126007,113757,4196,4551,1108,1990,1893,1074,1828,1782
12558119,journal of orthopaedic research,0736-0266,7164,23080,23080,1983,13.09280342553312,6.609375,20.03782802903406,11.051700565883081,233270,315022,7066,6794,4907,6846,319983,402073,5335,7004,5144,5972,5638,4243,5295,5113
2764464234,journal of extracellular vesicles,2001-3078,620,4082,4082,2012,18.72264094390987,8.918003565062389,29.740322580645163,16.707175901299777,30534,35706,503,482,2209,1922,101066,70084,3231,2988,427,463,467,285,385,391
2737955359,sultan qaboos university medical journal,2075-051X,1382,2433,2433,2000,5.81990026755652,5.171201814058957,5.199710564399421,3.1097470058643135,17859,6978,905,950,3697,2612,74057,28936,3433,2706,141,211,236,151,172,206
147316732,ieee communications letters,1089-7798,10099,16581,16581,1997,10.276100184007412,5.318904377598435,13.224081592236855,9.326133275020258,95879,206904,9601,8875,1390,2061,72840,174330,3212,4958,4164,5174,4727,3316,5664,5281
2765043452,indian journal of human development,0973-7030,401,268,268,2003,6.56904761904762,6.5978260869565215,3.1645885286783044,2.9516129032258065,2164,759,182,180,653,251,3649,1323,715,387,22,44,27,28,40,13
73388012,sex roles,0360-0025,5265,8907,8907,1975,7.1665263874013405,6.155741744701824,6.206267806267806,5.885206759707095,191606,199323,5125,4898,4573,7137,112073,167362,3978,6185,3697,2875,2719,3630,2403,2394
25593863,cultural studies,0950-2386,1484,1157,1157,1987,5.948038499810294,6.0304396843292,3.5950134770889486,2.784920634920635,21803,25386,1180,1127,2097,2869,16327,24341,1133,2178,327,351,114,386,254,69
172351290,mathematical logic quarterly,0942-5616,3066,1992,1992,1955,4.693433571185866,4.530524041058887,2.8268101761252447,5.10552268244576,17977,20950,2571,2166,459,796,7321,11298,915,1540,543,1021,745,567,1005,711
193535841,nanotoxicology,1743-5390,1114,5735,5735,2007,15.457526696386447,8.036688617121355,24.848294434470375,14.072526192648326,57198,44783,1091,1063,3496,2480,121308,88157,4413,4316,790,1007,966,672,928,888
66526724,gerontechnology,1569-1101,2908,1113,1113,1992,9.583897192551042,7.629790940766551,5.327716643741403,4.232034729652556,6845,6966,421,995,1317,1004,13655,13656,1380,1796,125,210,92,201,353,99
38993383,ieee transactions on haptics,1939-1412,711,1560,1560,2008,14.07309736043642,6.7439024390243905,21.654008438818565,11.867163127877413,22494,13360,642,604,1452,874,25047,18030,1998,1867,436,585,555,355,462,435
81152389,research on language and social interaction,0835-1813,993,868,868,1969,7.564047619047619,7.1433333333333335,4.875125881168177,8.955508474576272,21052,26786,921,802,1175,1897,13684,16767,1089,1926,448,414,271,462,399,270
131235000,syria,0039-7946,1689,293,293,1920,2.3280405251919496,2.390625,0.8561278863232682,0.717205701249672,1318,7254,270,941,142,288,1526,3880,126,433,119,38,0,181,64,2
2911945001,the journal of the japanese society of clinical cytology,0387-1193,5103,4446,4446,1962,4.412947371155356,3.297773654916512,2.66549088771311,1.0335071987081625,7993,1320,1088,773,748,274,23846,4917,1133,281,201,75,6,295,121,3
38373095,sign language & linguistics,1387-9316,339,207,207,1998,5.785733333333334,4.47136563876652,4.905604719764011,6.641736694677871,3270,2929,151,249,272,250,2334,1883,386,415,83,75,62,105,122,89
2764983918,agricultural research journal,2395-1435,933,108,108,1985,6.641668664109939,7.026946107784431,3.339764201500536,3.621814750735492,330,275,31,144,176,140,1067,1101,184,184,0,6,0,0,49,1
67520665,journal of applied and industrial mathematics,1990-4789,946,1090,1090,2002,3.9597511257149804,4.022471910112359,1.7019027484143763,2.098337283631401,8943,2671,900,561,997,337,9880,2393,1239,449,284,297,267,256,241,222
85105632,medicine studies,1876-4533,82,95,95,2009,5.653439153439153,6.079365079365079,4.2560975609756095,1.5,3248,355,79,61,770,160,5555,633,640,239,9,34,26,12,29,26
148775277,new journal of botany,2042-3489,378,370,370,1950,11.501045838896308,10.733333333333333,2.8386243386243386,5.547106690777576,3474,1864,202,251,392,338,6035,4188,731,694,64,60,36,76,50,21
2764932326,insight on africa,0975-0878,194,161,161,2009,3.9214285714285713,3.88,1.556701030927835,2.0555555555555554,1523,340,126,78,535,136,1964,556,481,175,5,23,17,4,17,13
5875222,bulletin for the study of religion,2041-1863,328,32,32,1986,3.6860215053763445,3.5686274509803924,1.6646341463414633,2.2,253,132,35,80,64,54,307,128,44,65,2,5,2,2,17,8
37975437,kronoscope,1567-715X,346,84,84,2001,5.597402597402597,5.54421768707483,2.384393063583815,0.0,1281,355,96,102,348,150,1817,460,354,178,16,25,9,21,21,15
2764661443,hepatobiliary surgery and nutrition,2304-3881,1079,2426,2426,2003,21.81649273130921,15.736519607843137,25.182576459684892,15.12836774714437,18552,5901,732,616,1725,1256,69347,26528,2602,1867,144,470,403,119,229,216
187023669,annals of the missouri botanical garden,0026-6493,2660,1363,1363,1914,6.324242740599738,6.294395280235988,4.315413533834587,5.608933750169103,29265,82812,1008,2380,1338,2669,33477,97305,2100,4251,531,546,156,745,978,143
62063155,polymer reaction engineering,1054-3414,178,320,320,1983,8.229111111111111,5.110091743119266,7.49438202247191,4.581446540880504,3498,2754,156,169,230,323,4265,4450,419,670,40,116,84,45,101,76
207922018,intelligenza artificiale,1724-8035,2867,837,837,1970,4.73700882183637,5.403927068723703,1.9511684687826998,2.144041903468603,6840,1330,371,371,1081,310,13237,2874,1665,662,15,180,128,18,123,87
151544878,environment and urbanization asia,0975-4253,254,412,412,2008,5.137193973634651,4.462585034013605,3.393700787401575,4.091847826086957,3625,1310,212,169,920,409,7086,3100,1181,823,28,69,42,36,67,47
22786342,research letters in communications,1687-6741,26,66,66,2007,8.563333333333333,4.55,9.461538461538462,7.392857142857143,213,252,26,23,27,55,477,556,129,173,0,17,10,0,14,13
2764415477,emirates journal of food and agriculture,2079-052X,1455,1730,1730,1990,6.585363798667203,4.351174934725848,5.138144329896908,3.6711095645382765,13675,8498,561,1103,2211,1628,37104,29217,2492,2489,147,215,136,207,357,257
2735620406,journal of professions and organization,2051-8803,127,239,239,2014,11.184270101483214,10.295652173913043,11.779527559055119,9.303846153846154,8268,1513,126,107,858,331,6720,1619,927,472,102,102,93,83,58,53
2764569163,international journal of agriculture sciences,0975-3710,117,178,178,2009,4.095337301587302,4.0256410256410255,1.6495726495726495,1.1561643835616437,194,558,55,88,51,288,429,1935,45,376,0,1,0,0,14,2
32728137,chemoecology,0937-7409,832,2201,2201,1990,11.498324368958793,7.329479768786127,14.802884615384615,9.62985743492388,29819,18863,769,756,1769,1474,43868,34359,2413,2640,355,695,639,308,596,557
71935151,acta physiologica hungarica,0231-424X,2013,2409,2409,1950,6.357480493475511,5.591606960081883,4.30849478390462,2.7917787035708317,22503,11496,635,1502,2784,2672,75848,38433,3014,2815,121,390,372,132,498,468
21838795,plant signaling & behavior,1559-2316,4234,10965,10965,2006,13.323912630698864,6.786013619696176,19.573689182805857,10.918152856736429,124466,76661,4170,3964,2848,2795,171118,166059,4346,4658,1060,3834,3492,1036,2617,2381
135837084,journal of neurochemistry,0022-3042,28461,62682,62682,1956,12.22523049674868,6.942940320232896,18.069076982537506,9.652569367741794,983836,1394859,24462,27134,5133,8820,836221,1298140,6274,9130,20831,20488,19465,19133,21444,20740
15526297,russian journal of physical chemistry a,0036-0244,13552,12142,12142,1947,4.776075675595284,4.182253376645581,2.7478600944510037,2.206794130375922,101085,28146,6435,7384,2914,1703,179374,52162,4724,3075,2500,3361,3522,2778,3273,2761
145476921,acs nano,1936-0851,16776,70436,70436,2007,20.69931890232281,8.940661539423498,41.74153552694325,16.62888194572352,827292,1329353,16265,15875,6778,6201,852711,1131074,8459,8874,12492,15522,14993,11142,14386,14000
101533045,journal of neurovirology,1355-0284,2231,8065,8065,1995,16.491907032763518,10.469214437367304,22.803227252353206,12.766652667413881,87272,55474,2009,1983,3286,3405,169439,102871,3970,3938,1295,1688,1631,1117,1386,1346
159786734,journal of plant nutrition and soil science,1436-8730,9854,9693,9693,1922,5.717864077000713,3.712878093492209,3.726405520600771,5.558621576658491,95808,108564,5787,7243,2486,3346,116310,166518,3433,4764,3978,2429,2277,3891,2661,2490
37186612,spectroscopy letters,0038-7010,4573,10305,10305,1968,5.324520566516214,4.442001516300228,4.13295429696042,3.0815119666086566,71330,24738,4475,3819,3726,2109,143688,59045,4660,3617,1197,2119,1754,1177,1652,1380
141659538,journal of early childhood teacher education,1090-1027,907,1384,1384,1990,4.224602565975265,3.9152854511970534,2.5347298787210586,3.871545667447306,18051,5249,819,671,1391,662,18006,6869,1440,1080,301,266,240,340,202,193
127393086,infancia y aprendizaje,0210-3702,1463,1609,1609,1978,5.468608618790157,5.3341404358353515,3.492822966507177,3.115524348898135,26473,9772,1101,1121,1762,858,27909,12200,1675,916,452,468,464,486,423,444
38495778,journal of technical writing and communication,0047-2816,1305,941,941,1971,3.168887648809524,3.174708818635607,1.392337164750958,2.5022569444444445,11267,5957,932,959,1573,800,11528,5368,1330,1038,513,407,383,588,308,310
103486911,journal of aoac international,1060-3271,15185,3056,3056,1915,5.3796583139071155,4.875778155065082,3.2707276918011194,3.4891606261045585,7759,126894,799,8488,1423,5600,26374,249716,2378,6550,168,211,205,332,2426,2511
67216020,nature reviews urology,1759-4812,2651,2988,2988,2006,14.715916643887471,10.452031114952463,16.751414560543193,19.911898301845017,81397,32967,2598,1602,3912,3491,230923,122505,4706,4280,401,1002,897,388,612,568
154078021,journal of medical microbiology,0022-2615,8691,27192,27192,1968,8.689458993697297,5.4140216253923965,9.806236336439996,6.375408069494169,182632,221706,6904,7903,4915,7516,350149,476670,5903,7843,3154,4417,3789,2921,4259,3652
204183829,journal of the american geriatrics society,0002-8614,19563,41565,41565,1953,13.751658358759181,10.092782774984064,14.921535551806983,11.697844824034737,325797,687898,17346,15994,5787,11267,409005,812645,6134,9844,11362,9563,8761,9045,8416,7946
2764917611,military medical and pharmaceutical journal of serbia,0042-8450,14,7,7,2017,4.558516483516483,3.3636363636363638,3.9285714285714284,3.243055555555556,14,3,1,3,12,3,108,27,28,13,0,0,0,0,1,0
2764852704,applied biosafety,1535-6760,645,1087,1087,1996,7.145560881639546,5.44,4.651162790697675,3.667938411376827,4612,1953,352,319,978,583,13781,6538,1327,1058,135,121,95,135,105,76
135345724,atomic energy,1063-4258,14416,23295,23295,1956,2.0197058475527947,2.1259744309323354,0.37721975582685907,0.5701164253499084,34704,22152,9388,6853,1128,1326,56161,43465,1254,1815,4050,1741,603,3962,1650,592
2764892126,journal of discrete mathematical sciences and cryptography,0972-0529,1571,2726,2726,1998,4.750116262171196,4.089420654911839,2.7574793125397834,3.386800699300699,14711,3566,1492,929,2012,514,22670,5708,2844,1274,329,442,323,356,271,194
2764941518,brain connectivity,2158-0014,710,2675,2675,2011,21.393923089181776,9.780337941628265,30.89154929577465,19.534973427158945,32617,19782,573,568,1570,1444,51274,47853,2440,2650,257,513,497,185,440,427
176933442,conservation genetics,1566-0621,2733,9000,9000,1994,10.74635062098128,5.886164623467601,16.03439443834614,8.915221917958915,127302,60357,2704,2612,2394,2157,108389,96179,4140,4369,1576,2253,2222,1405,2031,2014
160110530,annual review of nutrition,0199-9885,831,1436,1436,1981,21.111633051957813,19.554149085794656,22.310469314079423,11.788581237738542,69379,119526,710,803,3385,7510,180372,333223,3843,7116,258,576,516,250,560,527
33235364,decision analysis,1545-8490,365,461,461,2004,12.822102083740019,11.175548589341693,13.021917808219179,11.967439096850862,9373,7069,309,322,1118,1156,9891,8934,1333,1591,194,227,188,238,219,191
53799065,ieej transactions on power and energy,0385-4213,6088,6072,6072,1972,4.680361790890458,3.8593335299321736,3.775952693823916,2.8696613548785326,17777,12337,3627,2814,715,511,22921,14334,1349,1107,1230,1570,866,1406,1406,761
114547688,advances in electrical and computer engineering,1582-7445,904,1727,1727,2001,4.972224470524753,3.9322638146167557,3.6305309734513274,3.6686840471756677,10022,4356,707,719,1219,688,22784,9060,2196,1355,266,263,20,307,333,21
202474017,american journal of rhinology,1050-6586,1520,3849,3849,1987,7.038730979030023,4.936405529953917,8.113157894736842,4.716337208224158,23341,38300,1453,1401,1426,2645,38998,60217,1543,2776,682,715,618,613,769,663
71257975,academic questions,0895-4852,1643,160,160,1988,6.272895810159437,6.408626560726447,3.3128423615337796,4.2103174603174605,684,1730,159,455,199,622,909,2356,131,667,17,4,3,22,30,32
2764759437,dental nursing,1749-6799,2253,415,415,2006,3.7866854195968123,3.743065693430657,1.174434087882823,1.4697420634920635,3396,357,604,216,744,118,9242,783,1020,192,65,67,31,81,58,15
22443479,ieee embedded systems letters,1943-0663,397,1021,1021,2009,11.355122276382115,5.728358208955224,16.030226700251887,8.747863897331985,3731,3576,335,297,353,380,9045,7784,977,1205,36,228,190,40,210,183
63459445,ieee transactions on wireless communications,1536-1276,9924,12599,12599,2002,15.972583266551243,6.654815137964881,24.04665457476824,16.217829253935854,250257,412559,9334,9070,1640,2060,95398,208785,3538,5137,7075,7868,7310,5563,6621,6240
117342566,arbitrium,0723-2977,4276,190,190,1981,1.8228571428571427,1.8333333333333333,0.4600093545369504,0.85,262,3160,229,1031,59,294,250,4103,19,344,46,17,0,42,16,0
2764609795,studies in church history,0424-2084,1544,827,827,1964,3.407516891891892,3.3993231810490694,1.307642487046632,2.5,12700,4960,1208,758,620,356,11115,2677,394,356,102,144,54,107,82,34
12390320,orvosi hetilap,0030-6002,26884,6747,6747,1931,6.411211833636925,5.773594725884802,2.1248326141943163,1.8867522691642205,90093,17098,3662,6409,6110,3952,324963,58358,5550,3051,1038,1423,1246,1318,1105,974
26450398,international journal of energy technology and policy,1472-8923,452,526,526,2002,5.674249052201808,4.462328767123288,4.584070796460177,4.780910609857978,2874,1668,220,291,455,386,5731,3807,931,874,12,98,74,22,118,93
201731998,local economy,0269-0942,1574,1479,1479,1986,6.3384140969163,6.088655862726406,4.284625158831004,6.11806784660767,18158,13280,1138,1202,1932,1795,18321,16103,1881,1964,507,517,416,596,484,402
132076093,planning theory & practice,1464-9357,854,940,940,2000,8.300639343704532,8.32514450867052,6.7283372365339575,6.356518395471887,19622,13085,677,665,1744,1341,16902,16893,1488,1891,339,396,307,315,320,245
69065261,international journal of inventory research,1746-6962,87,26,26,2008,10.304430379746835,8.815384615384616,8.10344827586207,8.752525252525254,264,195,12,56,60,73,411,411,165,166,1,9,6,1,22,21
2764943483,geosynthetics engineering journal,1344-6193,707,459,459,1995,5.059798534798535,4.665322580645161,2.9603960396039604,2.2942559684078265,717,223,217,117,73,37,882,397,168,93,19,82,16,18,58,12
94138880,international journal of discrimination and the law,1358-2291,337,171,171,1995,3.3467567567567564,3.110497237569061,1.8130563798219586,5.157407407407407,2550,655,153,194,651,216,2972,893,525,332,42,54,38,53,42,28
88457320,journal of mechanical design,1050-0472,4790,5610,5610,1978,8.36399444144554,5.2894736842105265,8.908768267223381,7.8006544433952385,87153,113538,3321,4201,3480,2829,80449,101047,3798,4131,2600,2622,2595,2719,2536,2624
31549366,aquatic microbial ecology,0948-3055,1995,3944,3944,1995,12.046052121045562,7.225729600952948,16.499749373433584,9.497641628432444,67325,82737,1598,1920,1508,2102,54243,87382,2437,3858,1128,1321,712,1177,1643,875
177614173,physiotherapy theory and practice,0959-3985,1956,5729,5729,1987,8.116501461659315,5.179251940719831,8.985173824130879,7.00513797109621,65046,21522,1889,1567,4222,2455,118541,50598,4293,3306,668,995,1054,559,728,691
2764463561,sa journal of information management,1560-683X,601,591,591,1999,4.238034188034188,2.6330645161290325,2.896838602329451,3.028571428571428,8409,2867,480,408,1604,618,13254,4537,1865,857,87,112,122,102,92,98
2764528325,international journal of psychiatric nursing,2394-9465,207,4,4,2004,8.39864864864865,5.818181818181818,1.2367149758454106,0.3756554307116105,15,40,2,19,13,27,47,152,15,53,0,0,0,0,0,0
34700584,molecular oral microbiology,2041-1006,424,1547,1547,2008,15.277258614401463,8.547169811320755,22.72641509433962,12.065660349061986,22612,8718,414,394,1503,1228,50613,25368,2366,2056,216,381,388,206,305,311
49331601,rivista di storia della filosofia,0393-2516,1700,147,147,1947,2.28673861620343,2.3901734104046244,0.4541176470588235,0.3375,1138,693,148,240,196,119,1280,697,98,162,10,12,0,16,12,0
60434812,molecular membrane biology,0968-7688,827,2632,2632,1978,13.387966118040369,7.711484593837535,18.717049576783555,9.70973017995077,45032,29501,802,798,1948,2882,93633,85518,2479,3579,243,723,700,218,635,608
172297888,the review of austrian economics,0889-3047,860,496,496,1987,9.219634703196348,9.437325905292479,7.609302325581395,8.296296296296296,22579,8921,756,610,1295,962,11424,5757,1088,1303,374,413,319,337,258,212
85792242,international journal of business governance and ethics,1477-9048,331,290,290,2004,5.227577184720042,4.788135593220339,3.8851963746223563,4.1927536231884055,7140,1789,178,218,867,483,7397,3149,1136,798,34,73,61,40,91,72
115542642,physicochemical problems of mineral processing,1643-1049,1637,2060,2060,1972,6.120142581432903,4.738894907908993,4.810629199755651,4.048036276420328,16748,5785,959,1045,1456,755,29122,12689,2176,1414,348,489,257,351,470,215
17753305,journal of developmental origins of health and disease,2040-1744,957,3926,3926,2009,19.76432406380063,11.659231722428748,24.861024033437825,17.215868861211778,45926,8880,870,742,3439,1677,120781,29885,4084,2364,260,745,757,308,493,487
178232084,journal of the energy institute,1743-9671,1419,4052,4052,1980,9.529069696978643,6.329566854990584,11.274841437632135,7.497425060933466,39784,15857,1264,1156,1711,987,68679,36035,3377,2588,472,807,809,542,645,608
2764674460,journal of sustainable metallurgy,2199-3823,433,1332,1332,2015,10.80757172060743,6.524725274725275,14.122401847575057,8.264298403469914,13428,3259,427,293,1317,418,29147,7694,2191,1027,147,318,322,157,180,181
163958984,targeted oncology,1776-2596,811,4458,4458,2006,17.016201100764643,12.528198074277855,23.736128236744758,14.27359974862769,39859,11723,782,706,2060,2027,147316,59473,3202,2787,128,523,474,143,330,290
153676216,mammal study,1343-4152,687,1610,1610,1986,6.865587346989535,5.006048387096774,7.957787481804949,4.768317573744436,15565,5261,674,568,1264,650,23232,10915,1898,1496,281,447,386,255,369,329
13415641,hiv clinical trials,1528-4336,753,3756,3756,2000,13.866309259178616,12.335365853658537,16.877822045152723,11.257602817347175,18603,13315,715,714,1386,1927,47395,41587,1914,2430,228,542,432,209,399,329
2911319145,journal of korean society of steel construction,1226-363X,1502,483,483,1996,3.2551919446192574,2.7532133676092543,1.0,0.8119760479041916,1252,945,226,439,137,96,1977,1343,334,163,112,64,17,163,123,13
163587207,the british journal of diabetes & vascular disease,1474-6514,874,1671,1671,2001,11.670313199105143,10.306425041186161,10.909610983981693,5.421009577015161,20141,4677,827,638,1595,1310,50583,14725,1985,1854,216,319,278,266,183,148
204672714,journal of metamorphic geology,0263-4929,1893,3118,3118,1983,11.602398894462388,7.048941798941799,11.01162176439514,13.383506124004779,93886,101827,1713,1829,604,798,36582,48174,1648,2282,1546,1383,1463,1536,1397,1538
206939107,computer science and information systems,1820-0214,807,1397,1397,2004,6.996041512201736,5.1193277310924366,6.8636926889715,5.532140801052716,12298,5889,502,614,1400,865,23411,12076,2107,1967,109,319,260,121,306,235
2764993082,the journal of international communication,1321-6597,2007,452,452,1994,3.9662534435261705,3.7854077253218885,0.44294967613353264,3.8292682926829267,8213,2295,347,334,1341,661,9302,3184,1148,833,59,99,51,74,73,31
101521904,gender issues,1098-092X,394,587,587,1998,7.495510204081633,6.212765957446808,5.532994923857868,7.261764705882353,11938,4381,342,316,1849,1270,16682,7487,1528,1372,62,159,146,68,104,102
106069630,journal of visual art practice,1470-2029,412,278,278,2001,3.448630136986301,3.3,1.1553398058252426,1.0,2578,589,283,161,489,194,2836,793,371,226,24,42,17,27,24,11
85891262,mycoscience,1340-3540,1826,3194,3194,1994,7.041201999925653,4.966524216524217,8.250821467688938,5.482139026165573,39602,20035,1780,1640,1836,1599,48862,38329,2652,2770,860,1254,1053,806,1107,945
933803995,synthesis lectures on artificial intelligence and machine learning,1939-4608,4,8,8,2008,17.375,18.5,16.25,0.0,395,475,4,4,100,123,807,1005,250,307,0,2,3,0,1,3
161282271,aids research and human retroviruses,0889-2229,7570,24378,24378,1983,12.848204614016716,7.539688041594454,17.166446499339497,9.078989445119197,172411,149346,5850,6426,3344,4899,217658,222846,3912,5244,3785,4857,3826,3329,4380,3587
38863834,behavioral sciences of terrorism and political aggression,1943-4472,241,372,372,2009,6.672691563935217,6.708994708994709,5.726141078838174,7.089617486338797,7502,1245,217,153,1373,358,9289,1816,1282,599,47,117,100,47,77,64
2765009902,audiology and speech research,2635-5019,506,455,455,1970,3.435817805383023,2.3152173913043477,1.0810276679841897,0.6909933816183815,4133,392,241,168,634,39,9237,476,1035,64,73,48,28,117,36,11
