JournalId,Issn,NormalizedName,num_journal_publication,num_journal_author,num_journal_affiliation,journal_year_first_publish,journal_avg_hindex,journal_avg_first_author_hindex,journal_avg_last_author_hindex,journal_avg_middle_author_hindex,total_num_journal_reference,total_num_journal_cited,journal_paper_reference_num,journal_paper_cited_num,journal_journal_reference_num,journal_journal_cited_num,journal_num_author_referenced,journal_num_author_cited,journal_num_affiliation_referenced,journal_num_affiliation_cited,journal_num_journal_self_reference,journal_num_author_self_reference,journal_num_affiliation_self_reference,journal_num_journal_self_cited,journal_num_author_self_cited,journal_num_affiliation_self_cited
36438966,1210-5759,european journal of entomology,2594,4121,4121,1993,7.406972954736744,5.685034439574202,6.199691595990748,5.180917823002106,53093,27713,38642,20572,2300,1599,68101,45945,2995,3003,652,1171,129,653,1134,113
203441484,0269-9648,probability in the engineering and informational sciences,1334,1624,1624,1987,9.623600668337513,8.276173285198556,9.172413793103448,8.308291245791246,22093,15266,13815,11716,1099,1099,15599,13413,1692,1959,560,860,644,483,699,592
18047094,1947-315X,international journal of e health and medical communications,299,860,860,2010,7.419231097456902,5.232365145228216,8.240802675585284,6.573416875522137,7374,992,6836,843,1693,242,22005,2428,2493,644,46,160,149,63,92,82
106045766,0952-3987,educational media international,1513,1326,1326,1971,4.854070476190476,4.23400365630713,1.8175809649702577,4.281560502989075,13537,12540,10965,11067,1633,1619,16410,19694,1543,2367,163,292,191,199,229,155
126319040,1740-4622,communication teacher,696,779,779,2002,4.200518341307815,4.20460358056266,2.285919540229885,2.446568627450981,5069,1591,4237,1286,971,411,6815,2435,932,657,146,70,42,207,48,25
7005137,0094-0798,oral history review,2175,317,317,1973,3.484573894282632,3.281198003327787,1.0036781609195402,4.7559523809523805,4514,3142,3704,2348,834,834,11549,3688,1098,780,99,48,17,132,43,12
111106147,1573-9538,purinergic signalling,909,2869,2869,2004,20.75408830359661,15.055693069306932,27.31133113311331,13.869964319662857,55542,20490,32422,12419,2588,2027,108784,47568,3071,2614,482,714,673,465,541,519
173564668,0144-932X,the liverpool law review,616,375,375,1979,2.984018264840183,2.968421052631579,1.3327922077922079,3.488888888888889,6291,1096,5909,1028,1242,411,7420,1518,846,430,45,94,60,58,57,49
146976949,0022-0493,journal of economic entomology,31720,15025,15025,1908,4.9849174870009,3.9208735882432983,3.255296343001261,4.098115917730106,196034,372755,96288,143744,4016,4935,184598,265811,4703,5810,5970,5356,5143,9373,7987,9042
4082524,0098-1389,social work in health care,2031,3110,3110,1975,5.60494248236812,5.100826446280991,3.840965041851305,4.176364297861254,41017,26262,33307,21155,3493,3561,75811,56714,3325,3689,649,607,635,781,534,551
2764380143,2191-9496,advances in nonlinear analysis,404,616,616,2008,11.219825072886298,10.787037037037036,9.118811881188119,10.364238410596029,8566,3893,6315,2821,542,282,6261,3443,1088,826,84,225,223,100,201,148
171720814,0267-5730,international journal of technology management,3270,2214,2214,1970,6.9061948503125015,6.791017964071856,3.762079510703364,3.5958166551644815,34234,35575,22130,28348,2296,2927,31106,45789,2464,3727,315,526,359,447,691,488
70307536,1017-7825,journal of microbiology and biotechnology,5784,6446,6446,1987,7.1022028400211346,3.596242774566474,9.006224066390041,4.413610820519237,41834,65885,37468,56024,3463,4338,131397,196959,4481,5774,548,922,805,970,2487,1848
2913204857,0044-2372,journal of business economics,1809,1158,1158,2006,6.350528007346189,5.327692307692308,2.672194582642344,7.128250591016548,36097,4904,29540,4443,2413,1011,39446,9195,2746,1643,174,379,321,205,254,244
137312515,1615-7591,bioprocess and biosystems engineering,2839,9617,9617,2001,9.770805874225585,4.6763948497854075,14.522014793941528,7.89868541880613,95253,45476,72459,37101,4347,2676,186650,108403,5478,4512,1100,2155,2148,1141,1798,1789
2764893290,1226-8496,the journal of the korean academy of pedtatric dentistry,1894,711,711,1974,5.452471157198949,4.427906976744186,2.3880675818373813,2.8133655544195566,11090,1245,8767,659,1219,120,23879,1590,1462,148,274,119,19,413,121,12
112770955,1383-5416,international journal of applied electromagnetics and mechanics,3456,6936,6936,1992,6.785082707494852,4.957560774618871,6.591724537037037,4.9056008095942545,32829,12039,25111,8943,2239,1170,55353,21304,3035,1925,1190,1532,1344,1372,1298,1122
2764941010,1538-6473,criminology and public policy,1153,1121,1121,2001,15.662775424635264,16.355716878402905,14.239375542064181,13.493325791855204,22827,22892,13532,14122,1585,1378,17729,17877,1604,1839,799,674,594,769,443,426
56956558,0912-3814,ecological research,2731,6589,6589,1986,8.608625719534095,6.460969976905312,10.222629073599414,6.605732567998615,105171,55581,74616,45538,2962,2685,126007,113757,4196,4551,1108,1990,1893,1074,1828,1782
12558119,0736-0266,journal of orthopaedic research,7164,23080,23080,1983,13.09280342553312,6.609375,20.03782802903406,11.051700565883081,233270,315022,127191,175440,4907,6846,319983,402073,5335,7004,5144,5972,5638,4243,5295,5113
38023437,0022-3069,journal of neuropathology and experimental neurology,10738,11899,11899,1806,12.198894264173477,8.502099860009332,11.741199478487614,7.853314556231793,120318,296828,84586,197816,3373,6660,260582,503904,4110,6555,1704,2201,1960,1840,3715,2810
2764464234,2001-3078,journal of extracellular vesicles,620,4082,4082,2012,18.72264094390987,8.918003565062389,29.740322580645163,16.707175901299777,30534,35706,18515,14839,2209,1922,101066,70084,3231,2988,427,463,467,285,385,391
2737955359,2075-051X,sultan qaboos university medical journal,1382,2433,2433,2000,5.81990026755652,5.171201814058957,5.199710564399421,3.1097470058643135,17859,6978,17045,6612,3697,2612,74057,28936,3433,2706,141,211,236,151,172,206
177487720,1936-6442,peer to peer networking and applications,1210,3452,3452,2008,9.670680641063218,5.577259475218659,11.800826446280992,9.213570060207992,37405,9101,28268,7274,1767,718,58054,17635,3709,2338,358,684,707,462,361,389
2764418452,1996-4196,chemistry and chemical technology,1112,2340,2340,1956,4.608007824439148,3.9555555555555557,2.553956834532374,2.341648608101351,11031,2515,10121,2036,1662,568,31561,6658,2531,941,193,389,20,225,315,12
147316732,1089-7798,ieee communications letters,10099,16581,16581,1997,10.276100184007412,5.318904377598435,13.224081592236855,9.326133275020258,95879,206904,53814,140384,1390,2061,72840,174330,3212,4958,4164,5174,4727,3316,5664,5281
2765043452,0973-7030,indian journal of human development,401,268,268,2003,6.56904761904762,6.5978260869565215,3.1645885286783044,2.9516129032258065,2164,759,2064,686,653,251,3649,1323,715,387,22,44,27,28,40,13
36793815,1144-0546,new journal of chemistry,19945,66234,66234,1980,11.979477585356122,6.501156421180767,17.717272499373276,9.234888744992471,829180,299516,525702,232085,6148,3261,1018568,514753,8917,6824,7585,15169,14976,7882,12624,11508
73388012,0360-0025,sex roles,5265,8907,8907,1975,7.1665263874013405,6.155741744701824,6.206267806267806,5.885206759707095,191606,199323,88334,107025,4573,7137,112073,167362,3978,6185,3697,2875,2719,3630,2403,2394
86375777,1834-7649,international journal of accounting and information management,317,653,653,2007,6.857533889468197,6.021367521367521,5.473186119873817,6.497876857749469,14571,3283,10026,2366,1155,568,14172,4994,1792,1039,249,157,81,217,98,44
25593863,0950-2386,cultural studies,1484,1157,1157,1987,5.948038499810294,6.0304396843292,3.5950134770889486,2.784920634920635,21803,25386,16697,21133,2097,2869,16327,24341,1133,2178,327,351,114,386,254,69
172351290,0942-5616,mathematical logic quarterly,3066,1992,1992,1955,4.693433571185866,4.530524041058887,2.8268101761252447,5.10552268244576,17977,20950,10456,15523,459,796,7321,11298,915,1540,543,1021,745,567,1005,711
69294452,0003-7982,arcadia,574,84,84,1966,2.8782894736842106,2.5136986301369864,0.7578397212543554,1.8928571428571428,649,322,645,312,188,103,764,471,95,148,1,4,2,1,10,4
193535841,1743-5390,nanotoxicology,1114,5735,5735,2007,15.457526696386447,8.036688617121355,24.848294434470375,14.072526192648326,57198,44783,33992,25298,3496,2480,121308,88157,4413,4316,790,1007,966,672,928,888
66526724,1569-1101,gerontechnology,2908,1113,1113,1992,9.583897192551042,7.629790940766551,5.327716643741403,4.232034729652556,6845,6966,5697,5258,1317,1004,13655,13656,1380,1796,125,210,92,201,353,99
38993383,1939-1412,ieee transactions on haptics,711,1560,1560,2008,14.07309736043642,6.7439024390243905,21.654008438818565,11.867163127877413,22494,13360,13012,8466,1452,874,25047,18030,1998,1867,436,585,555,355,462,435
81152389,0835-1813,research on language and social interaction,993,868,868,1969,7.564047619047619,7.1433333333333335,4.875125881168177,8.955508474576272,21052,26786,10292,15047,1175,1897,13684,16767,1089,1926,448,414,271,462,399,270
131235000,0039-7946,syria,1689,293,293,1920,2.3280405251919496,2.390625,0.8561278863232682,0.717205701249672,1318,7254,1179,2877,142,288,1526,3880,126,433,119,38,0,181,64,2
121100956,1346-7395,journal of poultry science,3035,3564,3564,1944,5.391207941356814,3.993662864385298,4.739703459637561,3.1806126384885354,38361,12432,26049,9175,2365,1216,66941,26395,2685,1820,760,1058,947,780,869,798
147547362,1475-1461,socio economic review,717,952,952,2003,10.674596209890327,11.007751937984496,9.563458856345886,9.181315253374077,30301,20938,20840,15438,1934,2106,21213,19463,1713,2173,390,444,392,332,351,304
2911945001,0387-1193,the journal of the japanese society of clinical cytology,5103,4446,4446,1962,4.412947371155356,3.297773654916512,2.66549088771311,1.0335071987081625,7993,1320,6497,915,748,274,23846,4917,1133,281,201,75,6,295,121,3
38373095,1387-9316,sign language & linguistics,339,207,207,1998,5.785733333333334,4.47136563876652,4.905604719764011,6.641736694677871,3270,2929,2072,1482,272,250,2334,1883,386,415,83,75,62,105,122,89
2764983918,2395-1435,agricultural research journal,933,108,108,1985,6.641668664109939,7.026946107784431,3.339764201500536,3.621814750735492,330,275,329,267,176,140,1067,1101,184,184,0,6,0,0,49,1
67520665,1990-4789,journal of applied and industrial mathematics,946,1090,1090,2002,3.9597511257149804,4.022471910112359,1.7019027484143763,2.098337283631401,8943,2671,6403,1841,997,337,9880,2393,1239,449,284,297,267,256,241,222
85105632,1876-4533,medicine studies,82,95,95,2009,5.653439153439153,6.079365079365079,4.2560975609756095,1.5,3248,355,2993,329,770,160,5555,633,640,239,9,34,26,12,29,26
148775277,2042-3489,new journal of botany,378,370,370,1950,11.501045838896308,10.733333333333333,2.8386243386243386,5.547106690777576,3474,1864,2683,1594,392,338,6035,4188,731,694,64,60,36,76,50,21
2764932326,0975-0878,insight on africa,194,161,161,2009,3.9214285714285713,3.88,1.556701030927835,2.0555555555555554,1523,340,1472,324,535,136,1964,556,481,175,5,23,17,4,17,13
957043305,1320-0968,the australian feminist law journal,514,126,126,1993,3.4910161090458485,3.44,1.7568093385214008,4.312698412698413,635,1781,583,1462,213,390,701,1620,86,314,29,15,2,35,81,5
2737653690,1678-5622,revista de educacao popular,555,8,8,2005,2.968903803131991,2.263888888888889,0.6504504504504505,0.7167174796747967,6,116,6,115,4,35,10,336,4,59,0,0,0,0,5,0
5875222,2041-1863,bulletin for the study of religion,328,32,32,1986,3.6860215053763445,3.5686274509803924,1.6646341463414633,2.2,253,132,249,114,64,54,307,128,44,65,2,5,2,2,17,8
37975437,1567-715X,kronoscope,346,84,84,2001,5.597402597402597,5.54421768707483,2.384393063583815,0.0,1281,355,1206,319,348,150,1817,460,354,178,16,25,9,21,21,15
167620381,0424-7760,electrical engineering in japan,5605,9001,9001,1965,4.683189173316495,3.570862800565771,4.408028545941124,3.290120298273067,23810,13561,19008,12224,1294,1421,41329,29891,1865,2353,121,1779,1486,124,796,798
154050461,2161-2234,thought a journal of philosophy,338,373,373,2012,5.1847246376811595,5.141129032258065,3.8106508875739644,4.073863636363637,3543,823,2844,714,324,132,2487,697,471,272,28,85,77,32,85,58
2764661443,2304-3881,hepatobiliary surgery and nutrition,1079,2426,2426,2003,21.81649273130921,15.736519607843137,25.182576459684892,15.12836774714437,18552,5901,14845,5247,1725,1256,69347,26528,2602,1867,144,470,403,119,229,216
2764900261,1865-0929,communications in computer and information science,1371,1513,1513,2007,7.334059940780721,5.693014705882353,4.553610503282275,3.350817726133516,8521,1108,8278,1069,1938,338,28933,2901,2557,731,9,255,243,10,161,130
187023669,0026-6493,annals of the missouri botanical garden,2660,1363,1363,1914,6.324242740599738,6.294395280235988,4.315413533834587,5.608933750169103,29265,82812,22176,54393,1338,2669,33477,97305,2100,4251,531,546,156,745,978,143
950063636,1913-1925,canadian young scientist journal,34,56,56,2013,7.51111111111111,9.285714285714286,3.5588235294117645,3.3583333333333334,265,25,265,25,161,19,964,96,259,33,0,6,7,0,0,0
118039931,0075-8434,lecture notes in mathematics,542,561,561,1966,8.041300602928509,8.257703081232494,5.523985239852398,7.439102564102564,8764,16163,7906,15803,773,1606,8677,19816,851,2125,27,239,205,23,183,149
62063155,1054-3414,polymer reaction engineering,178,320,320,1983,8.229111111111111,5.110091743119266,7.49438202247191,4.581446540880504,3498,2754,2569,2164,230,323,4265,4450,419,670,40,116,84,45,101,76
207922018,1724-8035,intelligenza artificiale,2867,837,837,1970,4.73700882183637,5.403927068723703,1.9511684687826998,2.144041903468603,6840,1330,6355,1274,1081,310,13237,2874,1665,662,15,180,128,18,123,87
2764532285,1612-1783,communication in medicine,357,410,410,1973,9.906530612244897,7.8493150684931505,10.207282913165265,7.734158986175114,4137,2305,3481,2045,894,688,6597,4526,945,916,52,99,78,65,144,122
151544878,0975-4253,environment and urbanization asia,254,412,412,2008,5.137193973634651,4.462585034013605,3.393700787401575,4.091847826086957,3625,1310,3399,1164,920,409,7086,3100,1181,823,28,69,42,36,67,47
22786342,1687-6741,research letters in communications,26,66,66,2007,8.563333333333333,4.55,9.461538461538462,7.392857142857143,213,252,209,245,27,55,477,556,129,173,0,17,10,0,14,13
194292784,1548-8969,journal of experimental zoology part a comparative experimental biology,444,1287,1287,1945,9.909073207154606,8.463215258855586,12.204954954954955,5.601913461011562,14520,10260,12796,9186,1175,1460,29282,25314,1600,2369,59,365,358,60,320,310
205053445,0097-6156,acs symposium series,11,0,0,1989,8.200000000000001,3.5,2.8181818181818183,1.25,0,112,0,111,0,59,0,358,0,85,0,0,0,0,1,0
2764864708,1858-5051,sudan journal of medical sciences,638,807,807,2006,4.493650793650795,3.0225563909774436,1.4796238244514106,0.8340418141677135,3548,554,3504,523,1413,288,15499,2288,1519,413,9,21,14,10,15,1
2764415477,2079-052X,emirates journal of food and agriculture,1455,1730,1730,1990,6.585363798667203,4.351174934725848,5.138144329896908,3.6711095645382765,13675,8498,12443,7650,2211,1628,37104,29217,2492,2489,147,215,136,207,357,257
2735620406,2051-8803,journal of professions and organization,127,239,239,2014,11.184270101483214,10.295652173913043,11.779527559055119,9.303846153846154,8268,1513,5118,906,858,331,6720,1619,927,472,102,102,93,83,58,53
2764461748,1860-949X,studies in computational intelligence,614,1528,1528,2005,10.68399511524511,7.700381679389313,12.283387622149837,10.01039377289377,17660,3312,15526,3069,2523,652,38583,7005,3119,1432,19,406,368,19,240,209
2737676858,1211-3174,scientia agriculturae bohemica,366,634,634,1995,4.658355795148248,3.5128205128205128,3.2049180327868854,2.736222822462317,6298,954,6097,895,1837,396,20493,3333,1988,559,30,100,59,38,90,37
182449769,0075-8450,lecture notes in physics,3285,5341,5341,1969,12.554972728608094,12.85925925925926,9.615220700152207,7.649883162286694,95006,44972,73563,40664,1938,2183,131498,82155,2608,3316,209,1709,1513,230,903,757
2764569163,0975-3710,international journal of agriculture sciences,117,178,178,2009,4.095337301587302,4.0256410256410255,1.6495726495726495,1.1561643835616437,194,558,185,552,51,288,429,1935,45,376,0,1,0,0,14,2
2738068623,1139-1723,pedagogia social revista interuniversitaria,999,134,134,1986,3.1929361979166675,3.497685185185185,1.3403403403403404,1.8838319088319089,905,1249,830,936,180,191,1310,1932,207,219,26,19,11,34,76,70
32728137,0937-7409,chemoecology,832,2201,2201,1990,11.498324368958793,7.329479768786127,14.802884615384615,9.62985743492388,29819,18863,21592,14418,1769,1474,43868,34359,2413,2640,355,695,639,308,596,557
134592498,2150-1203,mycology,346,1100,1100,1901,10.569118171931676,7.115079365079365,12.83815028901734,8.0714322525547,14893,3796,13082,3456,1977,829,45034,14487,3026,1907,61,230,230,67,160,158
76034454,0303-4240,reviews of physiology biochemistry and pharmacology,434,1030,1030,1916,14.772235612955836,12.46376811594203,15.516129032258064,10.762324252593714,92827,38791,84756,37078,3011,3791,211016,105319,3282,3722,77,308,319,70,252,273
183720101,0301-5556,advances in anatomy embryology and cell biology,150,297,297,1970,21.15740694843748,18.392,22.926666666666666,14.738580827067674,11280,2898,10254,2737,1484,847,40301,10459,2156,1268,0,111,106,0,73,64
71935151,0231-424X,acta physiologica hungarica,2013,2409,2409,1950,6.357480493475511,5.591606960081883,4.30849478390462,2.7917787035708317,22503,11496,20648,10518,2784,2672,75848,38433,3014,2815,121,390,372,132,498,468
43790123,0065-2598,advances in experimental medicine and biology,39069,90280,90280,1958,12.654590838045905,11.017097567990795,14.467838951598454,7.016234137563663,1502841,440208,1023429,364945,12760,11336,2257913,1116432,10949,10041,5873,27229,24379,5961,14973,13876
21838795,1559-2316,plant signaling & behavior,4234,10965,10965,2006,13.323912630698864,6.786013619696176,19.573689182805857,10.918152856736429,124466,76661,74112,56073,2848,2795,171118,166059,4346,4658,1060,3834,3492,1036,2617,2381
125439661,0724-6145,advances in biochemical engineering biotechnology,1169,2790,2790,1983,13.83260971145944,10.940222897669706,16.897348160821213,7.550561510561508,111599,44529,94524,38932,4748,3877,252123,118649,5253,4781,252,883,804,315,673,613
2764977439,1751-8326,economic and labour market review,356,85,85,2007,2.4266505636070854,2.539325842696629,1.1601123595505618,1.1384180790960452,312,1385,268,1179,63,431,444,2301,82,501,28,20,28,46,33,56
187497233,0212-9728,anales de psicologia,1842,3297,3297,1984,5.517147523992767,4.741025641025641,4.760586319218241,3.9999878004147877,48234,15504,39563,12604,3358,1948,72295,31432,3171,2067,486,610,497,524,555,521
3207369193,2690-6015,journal of first generation student success,12,17,17,2021,8.5,9.833333333333334,0.25,0.0,287,0,267,0,132,0,562,0,171,0,0,3,5,0,0,0
2764909137,2525-2518,vietnam journal of science and technology,1257,296,296,2011,5.750099460073884,4.780082987551867,1.6849642004773269,1.704389325316005,1361,605,1338,570,624,311,4739,2625,894,564,3,11,0,3,33,0
135837084,0022-3042,journal of neurochemistry,28461,62682,62682,1956,12.22523049674868,6.942940320232896,18.069076982537506,9.652569367741794,983836,1394859,438346,662763,5133,8820,836221,1298140,6274,9130,20831,20488,19465,19133,21444,20740
15526297,0036-0244,russian journal of physical chemistry a,13552,12142,12142,1947,4.776075675595284,4.182253376645581,2.7478600944510037,2.206794130375922,101085,28146,72738,20314,2914,1703,179374,52162,4724,3075,2500,3361,3522,2778,3273,2761
145476921,1936-0851,acs nano,16776,70436,70436,2007,20.69931890232281,8.940661539423498,41.74153552694325,16.62888194572352,827292,1329353,397193,617889,6778,6201,852711,1131074,8459,8874,12492,15522,14993,11142,14386,14000
101533045,1355-0284,journal of neurovirology,2231,8065,8065,1995,16.491907032763518,10.469214437367304,22.803227252353206,12.766652667413881,87272,55474,50943,30918,3286,3405,169439,102871,3970,3938,1295,1688,1631,1117,1386,1346
159786734,1436-8730,journal of plant nutrition and soil science,9854,9693,9693,1922,5.717864077000713,3.712878093492209,3.726405520600771,5.558621576658491,95808,108564,62433,74822,2486,3346,116310,166518,3433,4764,3978,2429,2277,3891,2661,2490
37186612,0038-7010,spectroscopy letters,4573,10305,10305,1968,5.324520566516214,4.442001516300228,4.13295429696042,3.0815119666086566,71330,24738,57506,20986,3726,2109,143688,59045,4660,3617,1197,2119,1754,1177,1652,1380
108427512,1552-5260,alzheimers & dementia,35498,11125,11125,2004,22.955865459956218,15.00715684529108,29.76432475069018,18.477280361774806,94435,131732,50306,69910,3400,4853,157117,211749,4422,6028,1410,1922,1793,1407,3065,2685
141659538,1090-1027,journal of early childhood teacher education,907,1384,1384,1990,4.224602565975265,3.9152854511970534,2.5347298787210586,3.871545667447306,18051,5249,12218,3866,1391,662,18006,6869,1440,1080,301,266,240,340,202,193
127393086,0210-3702,infancia y aprendizaje,1463,1609,1609,1978,5.468608618790157,5.3341404358353515,3.492822966507177,3.115524348898135,26473,9772,20334,6877,1762,858,27909,12200,1675,916,452,468,464,486,423,444
38495778,0047-2816,journal of technical writing and communication,1305,941,941,1971,3.168887648809524,3.174708818635607,1.392337164750958,2.5022569444444445,11267,5957,8400,3815,1573,800,11528,5368,1330,1038,513,407,383,588,308,310
103486911,1060-3271,journal of aoac international,15185,3056,3056,1915,5.3796583139071155,4.875778155065082,3.2707276918011194,3.4891606261045585,7759,126894,7123,92910,1423,5600,26374,249716,2378,6550,168,211,205,332,2426,2511
67216020,1759-4812,nature reviews urology,2651,2988,2988,2006,14.715916643887471,10.452031114952463,16.751414560543193,19.911898301845017,81397,32967,64857,29226,3912,3491,230923,122505,4706,4280,401,1002,897,388,612,568
154078021,0022-2615,journal of medical microbiology,8691,27192,27192,1968,8.689458993697297,5.4140216253923965,9.806236336439996,6.375408069494169,182632,221706,124794,166844,4915,7516,350149,476670,5903,7843,3154,4417,3789,2921,4259,3652
204183829,0002-8614,journal of the american geriatrics society,19563,41565,41565,1953,13.751658358759181,10.092782774984064,14.921535551806983,11.697844824034737,325797,687898,174102,359884,5787,11267,409005,812645,6134,9844,11362,9563,8761,9045,8416,7946
27558522,1082-720X,annals of noninvasive electrocardiology,1810,7166,7166,1996,10.83299872332431,7.018909090909091,14.265193370165745,7.570059516295217,40927,20182,24388,15699,1722,2306,78761,54657,2642,3097,669,871,814,622,625,577
123141016,0042-8450,vojnosanitetski pregled,7875,4302,4302,1949,3.9407080125901612,3.3285590277777777,1.581079365079365,1.7560939995937515,32924,9185,30902,8759,3837,3170,119937,37599,3237,2829,215,331,93,235,482,138
2764852704,1535-6760,applied biosafety,645,1087,1087,1996,7.145560881639546,5.44,4.651162790697675,3.667938411376827,4612,1953,3742,1599,978,583,13781,6538,1327,1058,135,121,95,135,105,76
135345724,1063-4258,atomic energy,14416,23295,23295,1956,2.0197058475527947,2.1259744309323354,0.37721975582685907,0.5701164253499084,34704,22152,22483,14902,1128,1326,56161,43465,1254,1815,4050,1741,603,3962,1650,592
2764892126,0972-0529,journal of discrete mathematical sciences and cryptography,1571,2726,2726,1998,4.750116262171196,4.089420654911839,2.7574793125397834,3.386800699300699,14711,3566,11784,2740,2012,514,22670,5708,2844,1274,329,442,323,356,271,194
2764941518,2158-0014,brain connectivity,710,2675,2675,2011,21.393923089181776,9.780337941628265,30.89154929577465,19.534973427158945,32617,19782,19324,15725,1570,1444,51274,47853,2440,2650,257,513,497,185,440,427
176933442,1566-0621,conservation genetics,2733,9000,9000,1994,10.74635062098128,5.886164623467601,16.03439443834614,8.915221917958915,127302,60357,53209,37779,2394,2157,108389,96179,4140,4369,1576,2253,2222,1405,2031,2014
160110530,0199-9885,annual review of nutrition,831,1436,1436,1981,21.111633051957813,19.554149085794656,22.310469314079423,11.788581237738542,69379,119526,62119,108105,3385,7510,180372,333223,3843,7116,258,576,516,250,560,527
2764966405,0910-9153,japanese journal of rhinology,833,1555,1555,1984,8.218812480755059,6.823660714285714,9.03841536614646,3.808723613650898,3972,408,3387,385,649,142,11978,1404,953,244,3,113,90,3,29,24
33235364,1545-8490,decision analysis,365,461,461,2004,12.822102083740019,11.175548589341693,13.021917808219179,11.967439096850862,9373,7069,6455,4968,1118,1156,9891,8934,1333,1591,194,227,188,238,219,191
2764952399,0385-4213,the transactions of the institute of electrical engineers of japan b,798,651,651,1972,1.8987593052109184,1.7669491525423728,0.6478696741854637,0.5802030456852793,812,661,710,618,100,72,1498,1415,199,193,2,36,44,3,51,62
